gene	RVIS
OR1N1	0.49
OR5D18	0.49
EHBP1	-0.08
GIN1	0.6
FAM213B	-0.01
OR6B1	0.17
SFXN1	0.17
UPF3A	0.17
ZNF586	0.08
ATOH7	0.13
PLCD1	-0.85
BCAM	1.25
DAP	0.26
DPPA5	0.26
ZNF146	0.26
HOXB13	-0.07
MED31	0.01
HMGXB3	1.67
BRE	0.35
LYPLA1	0.39
PDCD2	0.31
PCK1	0.28
ABCD2	-0.09
GPR155	-1.0
UCP3	0.33
BIK	0.22
NEUROG2	0.26
RPL14	0.26
TCF21	0.26
GPR84	0.09
EPOR	0.78
MEFV	1.19
ICOSLG	0.84
ANO6	-0.08
DDAH1	-0.1
NKX2-5	-0.1
C15orf41	-0.01
HS2ST1	-0.01
NSMCE1	-0.01
DECR1	-0.03
OR5AU1	0.85
CPN2	0.29
UFL1	-0.78
LPCAT3	0.11
MFSD7	-0.84
OR52A1	0.55
PCSK9	0.94
TUB	-0.91
PCDHB13	0.21
APOPT1	0.01
POLR2M	0.31
KBTBD8	0.06
C3orf18	0.08
CYB5A	0.08
SCAMP3	0.04
CETN1	0.17
ZMAT1	0.22
MRPL27	-0.09
ITIH1	-0.83
FGF5	-0.03
NR0B2	-0.03
SPERT	-0.03
WISP3	1.02
KRTAP10-9	3.23
MRE11A	0.04
XAGE3	-0.03
CLEC4M	0.07
TBC1D1	0.01
C16orf13	0.06
OR4K14	0.51
PHYHD1	-0.05
BLCAP	0.04
C11orf93	0.04
CXorf56	0.04
MLLT11	0.04
PPP1R1C	0.04
RPSA	0.04
SPINK14	0.04
SPINK9	0.04
UBE2D1	0.04
EFTUD1	0.83
GPC5	-0.82
FXN	0.41
MT1B	0.41
PSMB11	0.11
ELAC1	0.02
CD180	0.07
E2F2	1.22
MYL7	0.17
RNF170	0.17
PAGE1	0.57
BRDT	0.78
HRASLS2	0.08
TMED5	0.08
CCL25	1.04
DKK1	0.42
HIGD1B	0.42
TIE1	-1.97
HTRA3	-0.82
BDKRB1	-0.04
SLC6A19	-1.92
OR52I2	1.15
ALKBH2	0.37
KLHDC2	-0.76
JMJD8	0.88
CLDN12	-0.03
GMFG	-0.03
TFAM	-0.03
CFLAR	0.17
MRPL45	0.17
TCF23	0.17
PILRA	0.69
SIGIRR	0.06
ATP10A	1.29
ARL8B	0.28
COX7B	0.28
RPL35A	0.28
ATG4A	0.04
HPS1	0.85
ZNF18	-0.07
ENY2	0.15
KRTAP20-3	0.15
MEF2BNB	0.15
MTCP1	0.15
ZNF706	0.15
ACAD9	-0.84
ZNF526	-0.8
C9orf170	0.24
CRIP1	0.28
MED30	0.28
OR51E1	0.33
VAX2	0.33
TOM1L2	-1.16
PRCP	0.2
CNEP1R1	0.59
SLC45A2	-0.98
C18orf32	0.15
IFNA13	0.15
KRTAP19-8	0.15
SFTA3	0.15
SRP14	0.15
ZFP64	0.45
SLC30A2	0.11
UROC1	0.32
P4HA2	-1.0
TMC4	0.67
SPATA13	2.01
HS6ST2	0.24
MS4A4A	0.24
C1orf61	-0.08
HMSD	-0.08
SNX24	-0.08
ZSWIM7	-0.08
SLC30A9	0.53
PTCRA	1.08
MELK	0.62
ZNF484	0.0
TLE6	-1.44
ZFP62	0.46
NUGGC	0.67
ENDOD1	1.0
PRAP1	0.48
USP28	-0.79
LMAN1	-0.05
PABPC5	-0.05
MAGEA1	1.1
DENND4C	-0.96
FTCD	-0.75
PDZD3	-0.04
RNF7	0.04
RPS29	0.04
CYP11B1	-1.19
SCYL3	0.31
TTC30A	0.31
RAB15	0.01
COL5A3	0.14
E2F5	0.19
DZIP1L	0.01
ZFP42	0.17
TRIP4	-1.02
DGCR14	0.47
HSD11B1L	0.06
AKR1B10	0.37
GTF2B	0.1
TPRA1	0.06
PCGF6	-0.32
TADA2A	0.42
PKLR	0.0
TCEB2	0.19
DLX4	0.35
SIVA1	0.35
GUCY1A3	-1.0
KARS	-0.93
MCM3	-0.93
GLRB	-1.0
CD58	0.62
GJB4	0.64
IFT122	-1.27
HLA-DRA	0.3
HERC5	-0.82
OR2B3	-0.07
PLXDC2	0.53
VEZT	1.38
TRMT5	0.18
SST	0.46
SIL1	0.42
PTCD1	0.48
NRG1	1.07
DCBLD2	0.71
KRT8	0.53
OBFC1	0.35
CHRM2	0.19
IGSF6	0.1
FUK	-0.92
ANXA2	0.02
HCN3	0.07
CD34	0.22
AP1S2	0.06
C11orf86	0.06
C12orf23	0.06
FGF7	0.06
FXYD7	0.06
YPEL5	0.06
PTP4A2	-0.01
TNNC2	-0.01
AKNA	0.38
CAMK1G	-0.87
GNG3	0.17
TRIQK	0.17
AICDA	0.04
BBS5	0.04
LAMC2	0.55
GNPTAB	-1.37
SERPINA9	2.78
KLF10	0.37
C17orf77	1.2
INPP5B	-0.91
LEAP2	0.17
IQCF5	0.64
MS4A5	0.84
PSIP1	-0.05
SEMA3E	-0.8
YLPM1	-2.45
G6PC	-0.74
SAMSN1	0.42
ZC3HC1	0.24
KRT78	1.34
CST4	0.26
OR5K2	0.26
PRR3	0.06
CC2D1B	0.19
ADRB2	0.42
CEBPG	-0.01
LYZL4	-0.01
PDRG1	-0.01
ZFAND2A	-0.01
METTL21A	0.13
OR2H2	0.64
ST3GAL1	0.29
HSD17B6	-0.03
BDKRB2	0.4
KRT35	0.6
ATF4	1.02
C2orf57	1.02
TMCO6	-0.05
SAG	0.29
ATP5J	0.48
PDE6D	0.48
TMEM239	0.48
WDYHV1	0.86
CPZ	-1.49
ZNF195	0.13
PXMP4	0.53
SLC25A27	0.53
FBXO44	0.22
ARL5B	-0.05
PFDN6	0.32
SAP25	0.32
ABHD14B	0.22
RAB13	0.22
ICA1L	0.37
MMP26	0.37
SLC35A4	0.37
TRMT12	0.37
TMED3	0.15
KRT80	1.13
CDPF1	0.66
HCCS	0.33
LCE1F	0.33
PLAC9	0.33
RGS18	0.33
B3GALNT2	-0.71
ZFP82	-0.67
CP	0.25
CXorf38	0.44
KCNE2	0.28
PRRG2	0.66
ASIC3	0.25
PLEKHG1	0.04
ZC3H3	2.68
LGMN	-0.02
FKBPL	0.22
NDN	0.22
P2RY13	0.22
SSX3	0.88
ZNF585B	0.09
APOL2	0.2
MRPL4	0.2
ARL13B	-0.05
DSPP	4.04
TRAPPC5	0.13
MYLIP	0.35
RAD18	0.04
L3MBTL1	0.03
EVI2A	0.28
MRPL55	0.28
SLAMF1	0.73
C2orf54	0.8
KIAA1191	-0.03
WBP2	-0.03
AQP8	0.26
CCNI	0.1
SMOC1	0.02
ADRB3	0.08
ATRN	0.12
ZNF79	0.13
CD300LB	0.13
CLEC17A	0.13
NCK1	0.13
MYB	0.09
SLC15A1	0.03
TRIM45	1.49
PRRC1	-0.91
KLK2	0.55
LILRA5	-0.85
NKAIN1	0.06
TPK1	0.06
CENPW	0.5
STRA13	0.5
MOCOS	1.72
ATP5I	0.19
GNGT1	0.19
KCNE3	0.19
NDUFA3	0.19
PIGY	0.19
TSEN15	0.19
VKORC1	0.19
C7orf34	0.68
KRTAP27-1	0.68
TCEANC	0.68
TAS2R31	2.2
IL19	0.5
MRPL30	0.5
SMG8	-0.86
PROM1	-1.37
SETD7	0.08
NPEPL1	-0.73
ZNF736	1.35
ATXN7L3B	0.08
GNG7	0.08
HSBP1	0.08
PPP3R1	0.08
SPRED2	-0.69
GTSE1	0.85
TECTA	-2.43
MPZL3	0.51
CDCA4	0.04
IGSF11	0.11
CRY1	-0.89
GABPB1	0.35
DGAT1	-0.84
HIST1H2BA	-0.78
SNX7	0.02
CIAPIN1	0.15
KCNJ10	0.15
RGS9	0.27
ERCC3	-1.28
PIK3C2B	0.45
FAM199X	0.01
ABCD4	0.8
SBDS	0.24
DYNLRB2	0.08
FCGR2A	0.84
GCC1	0.25
PPP1R15B	0.73
TSR3	-0.03
SEC23IP	0.16
NLRP5	0.18
SSX7	0.77
BUB1	-1.22
ZNF705A	0.7
SMC4	-0.99
FSD2	-0.82
ANTXR2	0.57
RIN1	0.27
TIGD4	0.46
C17orf97	1.15
ZNF645	1.15
VN1R1	0.24
HEPACAM2	0.64
PTPN7	0.0
OR10H1	0.58
LSR	-0.86
RBL1	-0.82
CECR5	-0.02
PON3	0.64
CAV2	0.01
CD8A	0.01
LDLRAD2	0.01
FAM120AOS	0.97
PLSCR4	1.06
SEMA4F	-1.06
CHAC1	0.86
LYVE1	0.17
SPPL2C	2.19
ACTR8	-0.62
MAPK9	-0.63
OR10R2	1.84
ETV4	0.29
FOXJ3	0.29
CXCL3	-0.03
RIPPLY2	-0.03
KIAA1841	-0.78
ZFP2	0.18
DUS1L	-0.87
BLOC1S2	0.15
C9orf163	0.15
IL9	0.15
OR6B2	1.2
DCDC1	-0.62
CST1	0.42
ATP13A4	-1.38
CD200	0.48
RAMP3	0.66
OR5A2	0.42
CATSPERG	-0.66
OR6P1	3.06
METTL7B	1.11
AKAP5	0.73
COMMD6	0.21
FAM60A	0.21
KRTAP17-1	0.21
AHNAK2	27.6
MMEL1	-0.66
IGSF9	0.14
INO80C	0.15
RBM43	0.15
C1QTNF9B	0.6
OMG	0.13
C18orf21	0.37
CXorf65	0.37
HIST1H2AB	-0.67
COL16A1	0.58
TRIM54	-0.76
LOXL3	0.0
LILRB3	1.76
DSC2	-1.22
CTSE	0.85
MOXD1	-0.8
LPIN2	-0.79
CERK	0.27
HPD	0.46
HHAT	-0.02
ZNF549	0.51
C7orf65	0.55
RNF113A	0.55
C4orf6	0.22
CDAN1	-0.83
CCND3	0.37
CEP128	-0.68
MAVS	0.14
SNAPC2	0.4
DPM1	0.04
NIT1	0.15
OR1G1	0.15
C12orf68	0.08
CHORDC1	0.08
CMTM6	0.08
HOXC5	0.08
TMEM133	0.08
GOPC	-0.63
DEFB126	0.26
RBMX	0.33
GML	0.55
RNF125	0.55
ERCC2	-1.95
CBY3	0.75
MYADML2	0.75
DDX52	0.05
METTL21D	-0.01
CLEC4C	0.75
B2M	0.1
CKS1B	0.1
CREBL2	0.1
PDZD11	0.1
SERP2	0.1
TCEAL8	0.1
LRRC37B	0.65
CCL22	0.26
C15orf40	1.04
PTX3	1.04
PRR11	0.11
RGAG4	0.44
SAYSD1	0.5
SYNJ2	-1.9
TMEM82	1.15
NUP88	-1.11
CLDN14	-0.6
RTKN	-0.84
IL36RN	0.04
KIAA1462	1.22
TAPBP	0.13
GPBAR1	0.06
CREB3L4	1.4
FASTKD3	0.29
PIP5KL1	0.19
IFIT2	0.62
CEACAM19	0.0
GIF	0.69
ITGB4	-3.01
RIPPLY1	0.1
SLC9A3R2	0.44
CCDC108	-1.85
LMO7	0.47
PARM1	0.6
MBP	0.2
GPN2	0.04
DUSP13	1.42
ATP6V1E1	0.04
LMO3	0.04
CD33	2.29
BAIAP3	-2.15
WDR96	-1.46
SIRT3	0.49
POLH	0.67
POLR3B	-1.48
MMP9	0.67
FDXR	0.54
TOR1B	-0.6
ANP32E	0.17
ZSCAN23	0.17
CAND2	1.53
ZNF197	-1.11
OPTN	-0.58
ACP6	0.86
FAU	0.24
LLPH	0.24
PYDC1	0.24
SPRR1A	0.24
SREK1IP1	0.24
TOMM5	0.24
VAMP1	0.24
C3orf70	0.64
SH2D4B	1.33
DEFB128	1.08
COLEC12	1.34
NPR3	0.0
CSF2RA	1.0
ZNF664	0.35
BTBD8	0.64
LRRC61	0.64
PSTPIP1	0.31
PAPSS1	-0.8
PFKFB4	-0.93
TESPA1	1.49
TAS1R2	1.04
GZMM	0.98
CACYBP	0.04
FAM9B	0.04
IL10	0.04
NFKBIL1	0.04
NUDT15	0.04
ROPN1B	0.04
TMEM55A	0.04
NKAIN3	0.24
OGFOD1	-0.75
RTP1	0.06
AAED1	0.17
C9orf123	0.17
RBMX2	0.17
ADAMTS3	-0.65
FUT3	2.6
DZIP3	-1.1
CELA2B	0.31
LTB4R2	0.31
GRXCR1	0.53
IQCC	0.0
ZMYM5	0.49
DPPA3	0.59
PTK6	-1.04
TOP2A	0.49
PROP1	0.28
ZBTB9	0.53
HERPUD2	0.17
EXOC1	-0.64
CXorf61	-0.01
ZNF415	1.56
OR7G3	1.26
FAM170A	0.35
ZBED2	0.35
ZNF433	-0.64
CHRNA2	-0.75
GAS8	0.21
CYP20A1	0.26
BMP15	0.6
LYPD3	0.02
LRP2	3.32
DHX8	-1.06
CLCA4	-0.75
CRISPLD2	0.45
CCDC70	0.17
DDX47	-0.91
OGFR	1.05
ZNF91	2.14
USPL1	0.45
PTRH2	0.1
STRADA	0.06
C11orf16	1.6
RSPH6A	-1.06
C11orf52	0.41
KIAA1024	0.24
LARP1B	0.76
PIP5K1B	0.2
OR7E24	0.04
CNPY2	0.01
NBL1	0.01
NOP16	0.01
LRRIQ4	0.33
CALM2	0.12
COX7C	0.12
FAM195B	0.12
LDOC1	0.12
C1GALT1	0.08
TMEM170A	0.08
GOLGA4	0.07
KIAA1430	0.36
IFNA8	-0.01
SLC17A2	0.22
ZNF45	0.45
LGALS3BP	-0.97
P2RY2	0.67
DCLRE1C	0.07
APEH	-0.78
PALLD	0.14
KRTAP1-3	1.17
MTHFSD	1.31
MRPL50	0.1
CBL	-1.04
CEACAM1	0.22
LCN15	0.48
MMADHC	0.48
C8orf31	0.61
OR2A5	1.46
SLC23A1	0.27
MRFAP1L1	0.13
GPR35	1.47
ADPRM	0.08
HFE	0.08
JMY	0.89
KCNJ16	-0.91
DNAJC4	0.06
PYHIN1	0.0
INSL6	0.55
TMOD2	-0.6
DAAM2	0.04
OPN4	0.27
MAB21L3	-0.67
SULT1B1	0.11
MSH6	-2.25
C17orf64	0.37
GPR160	0.37
FCRLA	0.49
ATF1	0.26
EFNA1	0.26
FAM183A	0.26
NDUFB9	0.26
GCC2	-1.63
ZBTB20	0.35
PRKD1	-0.95
GPRIN3	2.45
C20orf194	-0.81
ENTPD2	0.2
CSPG4	0.35
ULBP3	0.69
SLC38A11	0.02
CD38	-0.6
IL17F	0.31
SWSAP1	0.31
ZFP14	0.31
ATF5	0.06
CALCOCO1	0.96
C1QTNF6	1.06
OR5AR1	0.11
CCDC88B	0.28
REP15	0.19
KCNA5	0.8
CD99	0.86
PPP1R14B	0.06
OR2Z1	-0.6
EMC7	0.44
HSDL2	0.02
STAMBP	0.04
ACSF3	-0.88
TNFRSF10C	0.57
ZNF556	1.45
KRTAP13-4	1.24
CCDC171	-0.87
SIGLEC1	-1.81
MAGEA8	0.44
USP4	-0.82
PPWD1	-0.69
FAM124A	0.15
ANKS4B	0.17
PGAM5	0.17
ZG16B	0.51
ARHGEF16	0.25
PFKL	-1.3
MRM1	0.22
MNF1	0.06
SLBP	0.06
FREM2	-0.63
C9orf91	0.24
TMX3	0.24
ZNF259	0.24
ZNF141	0.8
GYLTL1B	-1.24
PDPN	0.02
SLC26A1	0.24
PAM16	0.39
LRRFIP1	0.61
NFXL1	0.22
LANCL1	0.24
FPR1	1.13
RASA2	-0.69
MRPL20	0.13
UBTD2	0.13
SERAC1	0.24
CXCL11	0.28
KRTAP19-3	0.28
NDUFA1	0.28
EID2	0.46
SDHD	0.46
SPINT4	0.46
C19orf44	-1.0
ARPC4	0.15
C9orf16	0.15
SEC61G	0.15
UBE2A	0.15
ODF1	0.6
AURKA	0.9
VKORC1L1	0.01
RHPN1	-0.53
CCL3	0.28
SAA4	0.66
TXNDC8	0.66
APOF	0.73
LCE2A	0.46
ITGB6	-0.59
ALG1	0.04
BBX	0.01
C9orf64	0.73
ATP6AP2	0.13
FCER1A	0.13
DBT	0.82
MS4A10	0.35
LIN52	0.15
MRPS33	0.15
ZG16	0.92
ETV2	0.53
GIP	0.53
C3orf36	0.93
B3GNT8	0.73
PRSS22	-0.71
CPSF3	-0.56
CNTN3	0.32
MASP1	-0.63
RBPJL	1.0
FLVCR1	0.02
HPSE2	0.09
C14orf105	0.53
KLRG1	0.01
MRPL48	0.01
NDUFAF4	0.01
SERPIND1	0.56
MRPL40	0.08
PARK7	0.08
ZDHHC6	0.08
ABCC10	-1.71
SNX21	0.11
VPS39	-0.84
EPN3	1.14
OR56A4	-0.56
LIPI	1.2
TXNDC9	0.68
AK2	0.22
TNFRSF17	0.22
S100A7A	0.75
MYL4	0.04
POGLUT1	0.04
TMEM88	0.95
C11orf63	-1.28
ZNF142	-0.65
KANK1	-0.92
LAMA4	-1.33
SLC24A5	-0.69
OR6N2	0.24
VTN	-0.51
MPND	0.17
ZNF714	0.75
DPT	0.68
WDR93	1.76
NHP2	0.42
PTCH2	-1.52
SPINT1	0.27
METTL17	0.05
FAM47C	1.76
CRB2	0.1
EMID1	0.89
HTR3A	-1.11
ACTR3C	0.48
BATF3	0.08
CNBP	0.3
PFDN4	0.3
STATH	0.3
TSTD1	0.3
SLC22A2	-0.51
MAN1B1	0.19
EAPP	0.42
PRR16	0.55
C3orf55	0.35
CALHM2	0.06
LPO	-1.24
GALNT12	-0.73
NMUR1	0.27
CCR10	0.3
FUT10	0.45
APOA5	0.42
SERINC2	0.18
SIGLEC8	0.6
CSNK1A1L	0.55
TMEM125	0.55
NDUFS1	-0.89
PRKAA2	-0.67
ZNF766	-0.51
OTUD3	0.35
TRIM68	-1.11
PDCD5	0.08
RBP1	0.08
UQCRQ	0.08
VPREB3	0.64
GMNN	0.99
ATG16L2	-0.67
OR2T6	2.46
IL20RA	0.38
TTC5	0.17
NECAP2	0.64
OR5J2	0.64
HIST1H4G	0.15
IL15RA	0.35
KCNMB1	0.35
TOMM6	0.17
SLC12A3	-1.62
SLCO5A1	0.52
B4GALT6	0.19
LRTOMT	0.33
PARVB	0.4
ZMPSTE24	-0.65
LRRC49	-0.67
WRAP73	-0.64
TULP2	1.65
MRGPRX2	1.75
IFIT1	-0.51
TNNI1	0.24
TRAF3IP2	1.29
CD6	0.82
MAGEB10	1.5
CXorf64	1.01
ANKRD24	1.88
XAGE5	0.17
SNCG	1.01
THAP3	1.02
INHBC	0.13
HENMT1	0.8
ZNF792	0.14
MIP	0.15
TYR	-0.95
ATP5J2-PTCD1	0.3
CNPPD1	1.15
WDR16	-0.62
FPGT	0.4
LGALS9	0.8
ACBD4	0.46
GJB6	0.26
BCS1L	-0.62
GNGT2	0.5
PHLDB2	0.48
RFX5	0.04
PSMG1	0.44
SERPINA1	0.53
SLC25A45	1.55
ASB4	-0.58
ZNF709	-0.58
SMPD1	1.72
C16orf87	0.04
STK32A	-0.49
MUT	0.2
C13orf35	0.5
DAPL1	0.73
ENTHD2	0.62
SLC5A10	-0.82
IL12RB1	0.41
ADAMTS7	2.52
PRDM2	-0.55
DST	-0.53
GPR149	-0.55
DHX57	-1.14
PTGS1	0.87
MB21D1	0.24
CTTNBP2	-1.45
SLC35D3	0.4
DUSP6	0.1
C14orf37	0.43
ANXA4	0.66
RASSF1	0.66
GORASP1	1.35
PARP10	0.43
DHX29	-0.99
ADAMTS12	0.87
VAV2	-1.7
OR6C74	1.62
DEGS2	0.4
ZNF502	0.4
KRT37	1.78
PI4KA	-4.02
MRPL35	0.37
MTIF2	-0.89
OR52N1	1.37
JAM3	0.22
MTHFS	0.04
STMN4	0.04
ZCRB1	0.04
C16orf3	0.33
OR2W3	2.4
CHRNA9	0.42
TRMT2A	-0.95
OR10G9	3.69
FASTKD2	0.87
MCF2	0.87
CXCL16	0.6
FGFBP2	0.6
MRPL53	0.75
LZTR1	-2.68
BPNT1	0.46
CTTN	-0.51
HIST1H2AH	-0.51
ZYG11A	0.84
HLA-DMA	0.75
PLAUR	1.4
SAMD12	0.33
SPINK6	0.52
CCDC65	1.4
OR6C65	0.19
LRRD1	0.26
ACPP	-0.6
MYO1C	-1.11
MED7	0.53
TFF1	0.53
OR10A4	2.02
GNL2	-1.0
CTC1	-0.63
RPAP3	-0.6
SLC29A3	0.43
TAF12	0.17
KRT34	0.91
PEBP4	0.97
MPL	-0.53
C7orf73	0.19
C9orf169	0.19
SLC7A2	0.41
WNT1	0.1
NAA40	-0.47
TGFB1I1	-0.47
RECQL5	0.15
PREPL	-0.84
NSL1	0.26
SLA2	0.26
MED9	0.19
NDUFA2	0.19
NEIL3	2.16
ESYT1	-1.86
P2RY4	1.46
TSEN2	-0.75
SCN1B	0.62
CALML3	0.39
RBMS2	-0.74
NRIP3	0.15
GPD2	0.22
OR52E6	3.09
BIRC7	0.64
SRCRB4D	0.58
SMCR7L	0.42
ULBP1	0.26
BVES	0.06
TRIM38	0.31
TNK2	-0.72
OSBPL5	-0.52
GLDC	-0.67
ROMO1	0.55
PCDHA13	-0.52
OTOP3	0.92
PSAPL1	0.92
FGA	-0.75
FNDC1	2.67
CCL27	0.35
GAR1	0.35
IGFL4	0.35
LY6G6D	0.35
CXXC11	0.74
SKAP1	0.17
TMTC4	-0.73
DUSP27	0.97
AMZ1	0.26
RAB27A	-0.56
ACOT6	0.55
PIN4	0.55
PSD4	1.41
MFSD6	0.51
RPF2	0.15
OR1L3	2.31
FAM160B2	-0.59
CAPNS2	0.79
PRR23B	0.79
SLC22A18	1.25
PIK3C3	-1.35
C4orf27	0.48
EPDR1	0.48
TPD52L3	0.48
ZCCHC9	0.48
FAM206A	0.35
ZNF420	-1.02
TSSC4	1.02
OR2A25	0.4
PCSK5	2.84
PCDHGB6	0.14
GTPBP3	0.22
OR13A1	0.38
DNAJC18	-0.71
ALG11	-0.49
SEMA3C	-0.62
FAM13C	0.76
C9orf116	0.08
TMA7	0.06
SELENBP1	-0.64
PLEKHG6	-0.79
CDK5RAP1	-0.8
GOT1	-0.58
STAP1	-0.58
CARS2	0.09
LCTL	0.09
MEOX1	0.64
RNF20	-0.6
MYBPHL	0.6
ZNF674	1.04
KIAA0196	-1.3
NPC2	0.28
SAT2	0.28
ZNF576	0.28
BCKDHA	-1.02
CCDC116	2.63
CYP2C9	0.31
SLC47A2	-0.84
C5orf22	0.73
PTGES2	0.17
ADPGK	0.13
BCDIN3D	0.13
RFTN1	-0.64
OBSL1	-0.81
OR5M9	1.98
SLC5A11	0.07
SHISA4	0.57
SNTG2	1.0
OR8B12	0.31
MOSPD3	0.08
CABP5	1.22
PRDX5	0.42
NALCN	-1.61
LRRC30	0.17
LARP7	0.24
OR51M1	2.04
RNASE8	0.5
LRMP	0.26
CPA1	0.15
OR8B3	0.28
FAM83B	-0.48
TRIM42	0.38
SH2D7	0.33
IL7	0.21
SUPT4H1	0.21
CD1B	0.31
AQP11	0.51
HK3	-0.56
PSRC1	0.71
SSH3	-0.77
TIMD4	0.16
LCE1E	1.24
SCGB2B2	0.37
SYT16	0.47
ATIC	0.25
SH3TC1	1.02
VPS13A	-1.85
CD300E	0.66
C4orf17	0.75
SFTPD	0.75
ARPC3	0.13
BCAS2	0.13
TMEM14C	0.13
AAAS	-0.91
AKAP12	0.91
TRIM10	0.96
CILP	-1.53
SLC6A5	0.78
PCDHA3	-0.68
HARBI1	-0.63
SUSD2	-1.07
TMC6	0.5
DPP4	-0.97
TMC1	-0.64
KNG1	0.2
SYNJ2BP	0.59
POC1A	0.46
ABCB4	-0.55
HTR3C	0.91
SKAP2	0.17
BCAR3	0.26
PDE5A	1.05
HMOX1	-0.6
HAVCR2	0.97
SLC11A2	0.31
ARRDC2	0.45
OC90	0.45
NAALADL1	-1.01
LRCH4	-0.88
UGT1A3	0.18
ZNF554	0.18
TAS2R9	1.13
POLE	-0.81
NAT9	0.44
COL7A1	-4.24
C11orf82	0.16
SH3BGR	1.3
MMAA	-0.69
GIMAP7	0.13
HRH4	0.68
MICAL2	0.55
SLC25A13	-1.16
SLC39A12	0.71
GBAS	0.08
VPS52	-0.51
COBLL1	0.41
PCDHB16	1.07
RHOD	0.15
ACOX2	-0.57
OR10H2	0.64
CPXCR1	0.88
MCM7	-1.26
ENTPD4	-0.66
EML5	-1.43
MMP13	-0.96
CES2	-0.86
PPIC	0.79
C5orf47	0.39
CTAGE5	1.69
ZMYND12	0.31
TSGA13	-0.58
OR10G2	1.89
MLIP	0.24
MICAL1	-0.78
ANO10	0.96
FOXR1	0.15
PPP1R1A	0.61
TEX14	-0.87
CDS1	0.48
GSG2	0.16
COBL	0.55
ZNF679	1.9
RPL32	0.24
SPRR2E	0.24
WLS	-0.6
KEL	-1.43
TEN1	0.21
TMEM60	0.21
ETFA	0.08
ISCA2	0.08
USMG5	0.08
PNPLA4	-0.43
PHACTR4	-0.44
PAH	-0.71
GPR64	0.51
EIF2AK4	-0.72
SRSF5	-0.49
CSHL1	1.2
ASAH1	0.51
C15orf32	0.46
TTC21A	0.68
GCNT2	-1.3
ACYP2	0.08
ITM2A	0.08
ZNF683	1.09
TAAR6	2.02
CDKN1A	0.46
TMEM126A	0.46
SLC4A9	-0.44
C8orf76	-0.45
CAPZA3	0.09
C2orf66	0.15
SLC3A1	-1.59
DIRC1	0.64
CLDN22	0.33
CRCP	0.33
CD1E	0.09
CDKN2A	0.73
ZNF614	0.76
OAS2	-1.08
IQCF1	0.64
KRTAP5-3	0.64
LNPEP	0.18
CELA3B	1.73
GNB5	-0.58
OR9G1	1.24
RIOK2	1.07
ACACB	-1.97
SLC9C2	0.38
ALDH4A1	0.21
RRP15	0.73
POLR3A	-1.92
KRT83	0.76
DYRK3	0.17
LY6E	0.15
THRSP	0.15
C8orf22	0.41
C14orf159	1.89
KIAA1109	-1.56
BPHL	0.73
ZNF157	0.2
DARS	0.26
STAB1	-4.12
DGAT2L6	-0.65
CYTIP	-0.74
PNPLA3	0.85
RASSF9	0.38
PI3	0.57
URB1	2.7
HEATR6	-0.99
GPRIN2	1.09
PUS10	-0.49
ZP3	0.78
POLR2B	-1.0
LEPROTL1	0.48
MRPL23	1.11
MLPH	0.49
ZNF227	-1.0
BTNL3	1.29
COX8A	0.26
OR5T2	1.29
NUP210	-2.01
BCAP29	0.17
TAS2R3	0.17
CCNO	0.48
DKK4	-0.41
FLAD1	-1.04
KRT9	-1.2
KCNAB1	-0.44
PCDHB4	0.8
C16orf92	0.24
SGCZ	-0.43
ZBTB3	0.22
C1orf186	0.26
GH2	0.71
ATP12A	-1.32
OR10A2	0.75
CKMT2	-0.62
PNPLA8	-0.42
SRPX2	0.17
C21orf58	0.31
ERCC5	0.55
UGT2A3	0.38
DNAH2	-2.39
TMIGD2	1.93
MT1E	0.44
GFAP	0.62
PLAT	-0.44
SH2D2A	0.53
FKBP1A	0.1
ENPP7	0.52
KLK11	0.89
CDKL1	0.6
CABP2	0.28
CDC42BPG	-1.46
CYP2A7	3.43
TMEM80	0.35
LAMA3	-2.06
LACE1	0.53
VPS72	0.22
CLEC2B	0.17
PPP1R14D	0.17
TMC2	0.3
SERINC1	0.28
IFNA5	0.68
ASPH	-1.24
DNMT3A	-1.13
GSDMB	1.18
SPRR1B	0.1
CLEC7A	0.35
LMOD2	0.15
NEUROG1	0.5
CTNNA3	-1.01
DPY19L3	-0.66
PBX4	-0.47
PLA2G3	1.29
ACR	-0.6
ALG3	-0.6
ARHGAP18	-0.8
DHRS7C	0.2
CHI3L2	0.15
HCRTR1	0.15
KRT25	0.15
RASSF4	0.73
DNAJC15	0.17
ZGLP1	0.17
WDPCP	0.47
ZNF451	-0.78
LAP3	-0.51
ACOT12	0.16
LCE3D	0.1
ANKRD29	-0.38
LDLR	-1.85
GSTA5	0.62
C7orf50	0.33
MRGPRG	1.06
SLC35A1	0.13
OR13C8	0.49
RAB17	0.49
KRT16	0.64
RBP5	1.06
OR10A5	2.2
MAGEB18	0.17
OR2C3	0.93
PCDHB12	2.48
EXOSC3	0.62
OR8D2	0.62
C6orf195	1.06
HCFC1R1	0.46
HILPDA	0.46
SLC17A1	0.24
KRTAP19-4	0.7
PGAP3	0.33
FAP	-1.11
SP110	0.54
GSDMA	0.4
MSMO1	0.7
SLC5A8	0.4
SUSD4	-0.58
ETV3L	1.44
C6orf15	1.75
HAT1	0.13
ZNF354C	1.24
APOC3	0.37
IGFL3	0.37
LILRA4	0.54
