gene	RVIS
IRGM	0.57
STK38	-0.3
C12orf71	0.66
H1FOO	0.66
TSPAN8	0.66
E2F6	0.04
FAM192A	0.04
GPR34	0.04
OR6N1	1.29
RDM1	0.06
LAG3	0.33
AWAT2	0.57
C11orf68	0.57
ELOVL3	0.17
BPIFA2	0.75
ANKDD1A	-0.24
UCP1	0.2
TOX3	0.33
KXD1	0.57
PERP	0.57
TPPP2	0.57
RHCE	1.69
RRP9	-0.16
BOLA3	0.01
CBLN1	0.01
MEMO1	0.01
MSMB	0.01
RETN	0.01
RHEB	0.01
RHOV	0.01
RPS15	0.01
RPS21	0.01
SHFM1	0.01
SMPX	0.01
TIMM10	0.01
TRIAP1	0.01
TXN	0.01
KCNN4	-0.12
YIPF7	-0.12
FGD4	-0.16
DAP3	-0.22
MCCC2	-0.22
PJA1	0.44
NAPA	-0.03
ARHGAP4	0.16
KLK6	0.04
KRTAP9-8	0.15
JDP2	-0.05
TMEM127	-0.05
ZDHHC15	-0.05
LRG1	0.4
ASMT	0.13
THUMPD1	-0.11
ARL4A	-0.08
CCL7	-0.08
GTF2H5	-0.08
TSPAN7	-0.08
ADAMTSL3	0.33
PCDP1	-0.22
PSMD9	0.48
ZFYVE26	-0.27
UBE2M	0.13
H2AFV	0.1
NEDD8	0.1
NFYB	0.1
DEFB112	0.01
SDHAF2	0.01
NT5DC1	-0.03
FAHD1	-0.29
JUN	-0.19
RAB36	0.62
GLUD2	0.15
GADL1	0.55
TAF3	0.55
RNF186	0.69
ALDH1B1	-0.04
PROX2	-0.11
PNP	0.59
SAMD13	-0.12
TIMM17B	-0.12
CC2D1A	1.45
SERPINA5	0.62
PDE8A	-0.2
SELPLG	1.22
KRT4	0.34
RNASEH2A	-0.05
SRPRB	-0.05
SCD5	0.15
ARHGEF18	0.66
IL6R	-0.16
ANKRD39	-0.14
POLM	-0.02
MRPL16	0.6
CCDC53	0.1
HIF1A	-0.2
CTGF	-0.23
MTHFD2	-0.23
TEX261	-0.23
AKAP2	1.46
PPP3R2	-0.01
ZSCAN29	-0.15
ADH6	-0.32
OR2M4	0.42
BFAR	0.06
IL27RA	-0.09
KCTD11	0.28
YBX1	0.28
ZNF24	0.28
ARL11	0.7
HAUS2	0.7
ELOVL5	0.08
TBC1D22A	0.2
BEST1	-0.22
ACTL9	0.33
CLEC14A	0.33
CLEC2L	-0.16
RDH10	0.39
BATF	0.19
CLIC2	0.19
MSC	0.19
POLD4	0.19
RIT2	0.19
SKA2	0.19
SOCS2	0.19
YPEL3	0.19
CAPN6	0.13
AQP6	0.42
B9D2	-0.12
C12orf57	-0.12
PLEKHA3	-0.12
FAM69A	0.39
SIRT5	0.33
KIF7	-0.27
CYB5R1	-0.14
UNC80	0.99
GPR124	-0.14
HEXIM2	-0.01
DDX53	0.42
CDCA3	0.39
HOXC4	0.39
RNASE3	0.39
NMBR	0.47
DSTYK	0.09
FAM208B	2.83
SLC39A9	0.19
PRPF18	0.08
TSPAN1	0.08
CDC7	-0.2
SETX	-0.14
S1PR5	0.62
PEX10	-0.27
BDNF	0.44
C19orf26	0.69
OR56B4	0.08
ZNF473	1.61
CHGA	2.11
ACSL5	0.27
KRTAP10-3	2.13
ADD3	0.16
ADAMTS1	0.07
LAIR1	1.53
SH3PXD2B	-0.28
PRPH2	0.46
RCHY1	-0.3
NDUFA8	-0.23
RAB28	-0.23
SFT2D2	-0.23
TMEM136	-0.23
ASF1A	0.04
ATP6V0E1	0.04
CALM1	0.04
CBX5	0.04
CKS2	0.04
LAMTOR2	0.04
NPPC	0.04
PFN2	0.04
RAB9A	0.04
RPL30	0.04
RPL38	0.04
SERP1	0.04
SH3BGRL3	0.04
TMPRSS2	0.31
BMPER	0.07
C1GALT1C1	0.53
LTA	0.53
AKAP9	0.22
LUZP1	0.34
ACN9	0.3
ACTRT2	0.49
LIPG	0.49
IL2RB	0.44
IFNE	0.64
NDEL1	0.06
TMEM252	0.06
POLG	-0.03
ERRFI1	0.35
CAMK2N2	0.12
SNX3	0.12
MAGEE2	-0.2
PRC1	-0.2
ID3	0.53
HIAT1	-0.21
C3AR1	-0.29
NTPCR	0.42
PALM3	1.59
APITD1-CORT	-0.16
C10orf32	-0.16
PPDPF	-0.16
GRB14	-0.18
TCN1	-0.04
C5orf38	-0.03
BEX1	-0.05
SELT	-0.05
SRP9	-0.05
SSBP1	-0.05
MYSM1	0.16
GGH	0.31
IFITM2	0.31
PBK	0.31
TMEM17	0.31
SLC7A6OS	0.75
PNMT	0.06
PRR5L	0.18
DESI2	0.21
IL15	0.13
PGRMC1	0.13
PSMG3	0.13
PYCARD	0.13
RPL35	0.13
S100A10	0.13
ZNF524	0.13
TAX1BP3	0.04
TMEM61	0.24
CSPG5	0.02
NDUFA12	-0.1
PPAPDC1A	-0.25
CBR1	-0.03
GRHPR	-0.11
BIVM	-0.18
KIF18B	0.47
MEPE	1.67
GGTLC1	0.89
TMPRSS11E	0.15
SLC16A9	0.49
ILDR1	-0.02
SLC25A42	-0.16
TMCO3	-0.1
KRT73	-0.13
PLCXD1	-0.02
TRPV5	-0.02
PARD6B	0.22
OR2V2	0.66
CYLC1	0.77
SNX5	-0.25
MATN3	0.49
IRF3	0.51
LRRC10	-0.14
ICK	-0.2
CCDC160	0.01
GOLGA2	0.36
DHRSX	0.46
MPHOSPH8	-0.24
AKAP10	0.0
DOK6	0.28
GRAP2	0.28
CCDC9	0.11
CD63	-0.25
RABGGTB	-0.25
EPHX3	-0.12
CSN2	0.1
E2F3	0.35
PPP2R3A	0.37
CTCFL	1.18
KRTAP9-4	0.44
CEP85L	0.85
SLC28A3	0.85
WDFY4	4.26
TMEM209	0.0
SLC35D1	-0.27
FAM35A	-0.07
TNIP2	-0.07
TMEM41B	0.19
ADTRP	0.44
C19orf12	0.26
TRIP6	0.2
GPR87	0.35
CAMK2D	0.02
GIMAP5	0.11
GLTPD1	0.11
ZNF639	0.11
DFNB31	0.64
CHODL	-0.25
GPR119	0.26
PDGFRL	0.18
VPS37C	0.93
MRPS5	-0.24
SWT1	0.62
NCEH1	0.09
TARS2	-0.27
C10orf111	0.68
ZNF239	-0.09
EGLN3	-0.07
MSANTD3	-0.07
DENR	0.24
FXYD6	0.24
RPL31	0.24
SUMO3	0.24
SALL2	0.5
EIF4E1B	0.57
CKLF	-0.21
HMP19	-0.21
IL5	-0.21
RABL5	-0.21
S100A14	-0.21
PIGS	0.09
R3HDM4	0.26
OR8B4	0.57
SLC35E2B	-0.16
FAIM	0.17
PSMB1	0.17
FOXH1	0.0
FBP2	0.49
KLK10	0.26
GPX1	0.24
OTUD6A	0.24
TYROBP	0.24
KIAA1217	-3.01
PNMA5	-0.03
ZNF565	-0.03
NTAN1	0.08
FAM105B	0.46
IFNK	0.46
AURKAIP1	-0.07
ECHS1	-0.07
P4HA3	0.07
NANS	0.42
ARF4	0.06
CBX3	0.06
EIF1AX	0.06
EIF1B	0.06
GNG4	0.06
MIEN1	0.06
SKP1	0.06
CLDN2	0.15
NDUFB5	0.15
SMAGP	0.15
SLC19A3	-0.24
APCDD1L	0.42
CEPT1	0.31
SPRR3	0.46
CAAP1	0.24
OR10W1	1.15
RGS20	-0.21
CCK	-0.03
CDKN2D	-0.03
COX14	-0.03
HMGB2	-0.03
KRTAP6-2	-0.03
RAB39A	-0.03
SEC11C	-0.03
SNRPC	-0.03
SYCN	-0.03
GAS2L2	0.19
DMRT3	0.64
MGAT2	0.08
MAPT	2.18
ESYT2	-0.11
PQLC2	0.17
ZADH2	-0.18
OPN1LW	0.84
CD72	0.37
FUT1	-0.16
CCL15	0.35
CCL16	0.35
TMEM120B	-0.11
PRSS48	1.17
CDKN2C	0.06
CDC27	-0.12
TLR2	-0.15
BIRC2	-0.25
CCS	-0.23
JMJD4	0.04
EDNRB	0.31
OR10J3	0.31
RTN4	1.85
ARFGAP2	0.53
GOSR2	0.35
TCP11L1	0.51
LRRC48	0.56
REEP5	-0.1
CMBL	0.15
OR1K1	-0.24
MTMR12	0.13
C2orf61	1.19
CD44	0.23
SLC2A10	0.23
CNOT8	-0.23
BCAR1	1.53
LTA4H	0.02
DYDC1	-0.03
CPB2	-0.22
HPX	0.11
TBC1D7	-0.16
PSMB6	-0.14
PKP2	0.65
C15orf60	-0.01
CLCF1	-0.01
COQ7	-0.12
GALP	0.48
LUZP2	0.44
TNS1	1.59
SIRPB2	1.02
OR10G8	0.8
MAGEA6	0.86
SORD	0.86
ILDR2	-0.18
CHST1	-0.25
FAM102B	-0.07
HOXC6	-0.07
REG3A	-0.07
TMEM150B	-0.09
RPL36A	0.26
CABP4	-0.05
RHAG	-0.05
NDUFB4	-0.12
LIPM	0.62
SLC7A4	0.41
MAP7D2	0.02
POM121L12	1.47
MFSD4	0.57
APAF1	-0.08
KRT10	0.22
PPP1R2	0.26
MRPL22	-0.14
VPS26A	-0.25
WIPI1	0.13
NAT2	1.84
RAB6A	0.1
TMEM106A	0.19
DGCR6L	0.04
FABP6	0.04
FYTTD1	0.04
RRBP1	0.11
MANSC1	0.11
ERVFRD-1	-0.2
LCNL1	0.75
MANEA	0.13
BZW1	-0.19
IL26	-0.19
NME2	-0.19
TMEM9B	-0.19
PLEKHM3	0.02
CHST10	0.53
S100A2	0.17
SLURP1	0.17
PCGF1	0.37
PPY	0.37
RETNLB	0.37
CABS1	0.33
HOXB1	0.19
XRCC3	0.24
EFNB3	0.1
PSMB8	0.04
DAGLB	0.03
IDH1	0.02
MTMR2	0.33
APOBEC3A	0.37
MACROD2	0.46
SPATC1	0.45
RBPMS2	0.31
ERMN	0.64
CDCA8	-0.18
CRYBA2	-0.18
DHRS11	-0.18
RHOJ	-0.18
TAAR2	0.2
TOPORS	0.03
STAMBPL1	0.04
C17orf51	0.08
CYCS	0.08
MMGT1	0.08
MTPN	0.08
PTMS	0.08
RBX1	0.08
RPL27A	0.08
AGTR1	0.11
MTO1	-0.2
C1orf85	0.02
PDE4C	0.42
OR9I1	0.31
AKAP3	1.21
TRMT13	0.0
RBMXL3	4.93
AKAP14	0.08
IFI27L1	0.08
PRR15L	0.08
SCGB1D2	0.08
CDSN	2.11
CAST	0.71
ZNF16	0.71
IGJ	-0.12
SLC25A51	-0.14
SPATA8	0.79
MCAT	-0.05
COMMD9	0.15
POLR2I	-0.05
RTP4	1.35
DEFB114	-0.01
GYPE	-0.01
MRPL33	-0.01
MRPS36	-0.01
RAB14	-0.01
RPL26	-0.01
SAP30L	-0.01
TNP1	-0.01
C20orf196	0.79
CYP11A1	0.02
SLC17A4	0.0
PPP2R3B	0.34
AGPAT9	-0.09
POLRMT	-0.02
COMMD5	0.66
ZNF382	0.8
ATP5G2	0.01
ATP6V1F	0.01
COX11	0.01
DISP1	0.37
CEP78	-0.09
CST8	0.15
NETO1	0.75
FMN2	0.41
ZKSCAN2	0.34
WDR54	0.2
USP54	1.06
GPR63	-0.09
ZNF570	-0.09
SFR1	-0.12
ZNF511	-0.12
UBXN4	-0.14
MOCS2	0.53
DIRAS3	-0.05
GPR65	-0.05
MDP1	-0.05
SNRNP25	-0.05
ULBP2	0.39
PDCL3	0.02
KRTAP19-5	-0.23
RBM7	-0.23
HMCN1	-3.69
RALGAPA2	-2.31
FSCN3	0.49
TTLL2	1.59
TNFSF9	0.82
FAM126A	0.26
NRARP	0.19
GPR75-ASB3	0.13
GTF2F2	-0.16
RPL26L1	-0.16
SEC22A	-0.16
CEP120	0.01
RPL4	0.02
TNC	-0.2
RBM19	0.04
WDR25	0.27
TREML1	0.33
ZNF431	0.33
GPR183	0.06
GTF2E2	0.06
IL2	0.3
VPREB1	0.68
PARP2	-0.07
IL13RA2	0.13
PLA2G2E	0.13
CHID1	-0.18
RANBP3L	0.11
AURKC	-0.21
CCL11	0.3
HMGN1	0.3
PSMB3	0.3
SNRPA1	0.3
PDE6C	0.12
CASP7	0.62
FAM47E	1.48
AEBP1	0.12
PI4K2A	0.55
DCDC2B	0.26
GPR174	0.37
HEATR3	0.11
FGF10	0.41
PHPT1	0.13
SPESP1	0.13
CRB1	-2.56
LRBA	-2.51
OR10H5	1.91
MAGOH	0.1
SF3B5	0.1
DYNC1LI1	0.51
WNT10B	-0.2
RYR1	-8.29
FATE1	-0.16
CLMP	0.04
MGAT4A	0.04
IFNB1	0.42
PGAM4	0.42
NGDN	-0.22
TSPYL1	0.78
CCDC51	0.13
SHD	0.15
OCSTAMP	0.24
SPAG7	0.24
PTAFR	0.66
CCDC88C	1.14
FAM83D	0.37
SLC16A7	0.37
PTTG1	-0.14
PLIN2	0.04
FTH1	0.1
IQCJ	0.1
NDUFB1	0.1
CPA5	0.36
KDM5B	-1.72
PARL	0.17
DDX18	1.0
PRDX3	0.35
CCDC132	-0.18
TAS2R10	-0.16
BORA	-0.03
CHST2	0.02
DNAAF3	0.67
CHMP5	-0.1
MGST3	-0.1
ST8SIA5	-0.2
KRTAP1-1	0.57
FEN1	-0.12
HIST1H2BL	-0.12
H3F3C	0.88
IFNG	-0.03
SLC25A5	-0.03
OXNAD1	0.17
LAMC3	0.64
OR4C12	0.35
RINL	0.35
TSPAN15	0.35
BICC1	0.6
C1QTNF9	0.24
KRTAP5-1	0.57
USP26	0.46
HIST1H2BD	-0.05
KDM4E	2.19
PPP1R11	0.01
RAB10	0.01
TMEM35	0.01
FAHD2B	0.28
C11orf73	0.04
CNPY3	0.04
TMEM218	0.04
LAPTM4A	-0.14
RCAN3	-0.14
RSPO3	-0.14
CTXN3	0.44
NXPE1	1.09
NLRC5	0.51
CYB5B	-0.21
MDH1	-0.21
ZNF346	-0.21
ATP4B	-0.05
SLC7A8	-0.07
BAMBI	-0.12
TMUB1	0.22
WISP1	0.78
GNLY	1.1
C1orf74	-0.1
RBBP9	-0.1
RHOB	0.08
SLC31A1	0.08
PIK3AP1	0.05
RPS6KL1	0.05
SCLT1	-0.06
ADAMTS8	0.67
GRM6	-1.32
CARTPT	0.33
EBLN2	0.91
CHST9	-0.05
RASSF3	-0.03
SLC35A3	-0.03
BEND2	0.69
GPR180	-0.01
IL23A	-0.08
KRTAP19-7	-0.08
RPL15	-0.08
UXT	-0.08
SRP68	0.51
LCE1B	0.59
PDSS2	-0.07
FAM118A	0.0
SLC16A12	-0.14
UFSP1	0.15
WFS1	-0.1
CPLX3	0.01
ZC2HC1C	0.4
BTC	0.33
IMPA2	0.33
TFPI	0.33
GSTP1	-0.09
CXorf40B	0.75
DIEXF	1.03
NHLRC2	0.67
GALK2	-0.18
SMPDL3B	-0.02
WDFY2	-0.05
RDH11	0.08
PCDHB5	0.27
MPPE1	0.4
SLC22A11	0.02
HSD17B2	0.2
C19orf10	-0.14
FAM96A	-0.14
LACRT	-0.14
NOL12	-0.03
PAK1IP1	0.15
STK17A	0.15
WBP1L	0.15
NDUFS2	0.49
BMP3	1.07
PRAME	0.27
SLC39A7	0.04
ITGBL1	0.64
LCORL	0.37
EOGT	0.17
ASB10	0.2
SLC39A11	0.64
OR1B1	1.15
PTGDR	1.15
GMPR2	-0.18
OR4S1	0.55
R3HCC1	0.3
EIF1	0.12
SNRPG	0.12
NEIL2	0.13
TFEC	0.26
DNAJC17	0.37
GJC3	0.19
C9orf156	-0.18
ZIC3	0.61
OTOL1	0.06
DR1	0.35
MRVI1	2.07
CHCHD5	0.13
LGALSL	0.13
N4BP2L1	0.13
NUPR1	0.13
GHRL	0.62
ALS2	-1.46
ZSWIM3	-0.11
ZBTB32	0.2
LIG1	0.37
FAM19A5	0.35
NXNL2	0.35
SLC22A18AS	1.88
CST2	0.97
NCAPD2	-0.05
PAX3	0.0
KLHL38	0.52
ADM	0.24
C15orf53	0.24
CD4	0.58
MBOAT1	0.0
FADS1	-0.12
FDX1L	0.35
RP2	0.35
BAG2	-0.08
NUDT10	-0.08
IL5RA	0.31
PABPC1L	0.07
OR51B4	1.93
SERPINA7	0.99
RCSD1	0.0
LIFR	-0.13
TRPV1	0.01
DDR1	-1.26
MYH6	-2.78
KIAA0195	-2.74
GBA2	-0.15
RNF138	0.48
KCNMB2	-0.19
RABAC1	-0.19
IFIT5	0.0
DMP1	0.51
ZNF212	0.29
NUP93	-1.41
TAS2R20	2.02
DEFA4	0.48
P2RX6	-0.18
CALML5	0.64
GYPC	0.64
MTCH2	0.64
MOB4	-0.01
SPDYA	0.1
LYRM7	0.04
PAIP2	0.04
PKIG	0.04
RPL36	0.04
UBE2H	0.04
C1orf43	0.06
OSR2	0.06
TMEM196	0.06
SCLY	0.22
STX3	0.4
OR52B2	2.09
FAM20C	1.57
FBXO43	0.04
ERP44	-0.07
SLC5A1	0.33
TRMT11	-0.18
ANKRD1	0.17
BATF2	0.17
IL17RD	-0.17
POR	-1.52
CDCP1	0.27
EFHC2	0.6
OSGEPL1	-0.03
RNF5	-0.05
CHMP4C	0.1
ORAI1	0.1
SDR16C5	0.1
LRPAP1	0.6
RFPL4B	0.06
SLC35B1	-0.16
ASCC2	0.58
BHMT	-0.05
OR52B4	-0.05
SFTPC	0.22
AGPAT2	0.2
CPD	-0.02
RLBP1	0.17
FAM181A	0.29
AGRP	-0.01
RNF185	-0.01
C10orf67	0.04
TRIM39	0.04
IFI27	0.37
MLN	0.37
MSMP	0.37
LCE3A	0.26
PEAK1	-1.29
BRK1	0.15
PHF5A	0.15
S100G	0.15
RAD51C	0.11
CARD8	1.18
TXK	-0.16
ANKRD45	0.66
ZDHHC4	0.78
C1orf68	1.06
CCNA2	0.37
MED4	0.37
PPT2	0.26
CCNL2	0.0
POLE3	-0.12
SEMA4A	0.02
CCDC114	1.43
RAPSN	0.22
OR2A14	1.06
TNMD	-0.05
OR4M1	1.06
AGPAT1	0.15
AIF1	0.15
C1D	0.15
EIF3J	0.15
DEFA5	-0.01
ZNF566	-0.01
CYP11B2	0.56
IQCF2	0.5
PALM2-AKAP2	1.15
FN3KRP	0.02
CLSPN	0.74
MYPN	0.81
TXNIP	0.08
SLC39A4	1.21
TPD52L2	0.19
TTL	-0.07
DLK2	-0.16
WDR55	0.46
TMEM45B	0.55
KCNK7	0.42
MUC5B	16.52
OR7D4	0.55
C5orf64	0.68
GM2A	0.68
PTTG1IP	0.24
CXCR2	0.6
SBSN	2.0
TMEM18	0.19
OR51Q1	2.75
FRMD7	0.31
RFXANK	0.31
SLC9A3R1	0.31
TAF7L	0.31
DPCD	0.35
SLC27A5	0.29
PEG3	1.51
EDDM3A	0.88
EIF5A	-0.05
LZIC	-0.05
AUP1	0.22
BCAN	-1.06
RD3	1.13
FARS2	-0.07
P2RY11	0.3
NDUFS6	-0.16
UPF3B	0.02
OR52J3	1.82
OR4D6	2.89
C2orf69	0.39
COX6B2	0.39
ANO3	-1.35
COMMD4	-0.07
C18orf25	0.24
MRRF	0.19
VEGFC	0.19
IFITM3	0.13
RAB7L1	0.13
ZBTB8B	0.13
BEST2	0.31
LGALS1	-0.03
SLC7A11	0.22
HPS3	-1.28
CCR2	-0.09
NRBF2	0.53
STMN1	0.28
UBE2E1	0.28
GOLGA1	0.03
C6orf226	0.39
ELOVL4	0.39
UBE2U	0.39
YIPF5	0.39
CXorf30	1.86
SPNS3	-0.15
ARRDC1	0.11
NUBPL	0.44
TTLL6	-0.13
MORN1	-0.08
FOXA1	0.62
QPRT	0.53
CD300LF	0.35
FUZ	0.02
LPXN	0.02
RNASE1	0.7
ZNF101	0.11
ZNF562	0.57
EDA2R	0.48
HOXD12	0.4
ZNF358	0.44
C2orf44	0.18
OR2AG2	0.75
FILIP1L	-1.19
B3GNT2	-0.07
KRT71	1.03
APCS	-0.05
TNFSF18	-0.05
TLR4	-0.02
THSD1	0.09
C17orf98	0.13
C17orf105	0.06
DPY30	0.06
DSTN	0.06
GNG2	0.06
GTF2A2	0.06
HMGN2	0.06
LCE6A	0.06
PTHLH	0.06
TMCO1	0.06
LRRC23	-0.14
NOXA1	0.76
SUMO2	0.17
IL34	0.84
CNST	0.76
UVSSA	-1.03
CDK16	0.08
DNAJC5B	0.08
SMUG1	0.08
ZDHHC3	0.08
FKBP14	-0.16
MPO	-0.15
OR2A2	1.17
UNC13D	0.08
VSTM4	-0.16
COL10A1	-0.02
CMC1	-0.03
RNASEK	-0.03
SNURF	-0.03
TMEM135	1.0
COQ5	-0.09
SLA	-0.09
FAM24B	0.17
HOPX	0.17
MZT1	0.17
PCMTD1	0.17
S100A13	0.17
VMA21	0.17
BUB1B	-0.06
CRISP3	0.13
PKP1	1.03
CLRN2	-0.14
TFPT	-0.14
MRPS18B	-0.05
QSOX1	-0.08
COL9A2	1.69
TMEM181	0.22
CXADR	-0.01
AIF1L	0.55
C5orf24	0.06
CDK7	0.06
FADD	0.06
ZCCHC16	0.08
RASGRP3	0.38
CD8B	1.55
XKRX	0.33
ACAP1	0.0
MOB3B	0.01
NRM	0.01
IL6	0.73
GSTA3	0.6
PTPLA	0.17
AMN1	-0.1
CSNK2B	-0.1
EMC2	-0.1
TLX3	-0.1
RPGR	2.8
KRTAP4-12	0.73
C12orf60	0.42
FBXW9	0.6
PANK3	0.22
SLC25A38	0.0
FKBP4	0.04
LYSMD3	0.06
DEF6	0.24
CHAD	0.33
ETFB	0.64
KDM4D	0.64
CYP1B1	0.44
IFT172	-1.96
B4GALT4	0.26
RBM11	1.62
SLC12A4	-1.92
CSF3	0.22
IL20RB	0.22
KIAA1715	0.22
TTC7A	0.01
WDR76	0.04
HMGN4	0.3
KRTAP10-2	0.97
SENP7	0.49
CASP10	-0.09
NCBP2	-0.05
NXPH4	-0.1
PIK3C2A	-1.48
SCCPDH	0.26
TBC1D21	-0.14
ZNF667	0.11
AARSD1	-0.07
SH3D19	-0.09
CENPL	0.31
C12orf54	0.57
PTPN2	0.75
AGBL4	0.62
SLC12A9	-1.17
SETD9	-0.12
ERO1LB	0.75
GTPBP8	0.57
CHCHD1	-0.03
TIMM13	-0.03
C7orf55	0.44
C17orf53	0.2
DACT1	0.2
DLG1	0.4
KCNJ12	1.56
USP36	2.11
CCDC41	-0.11
EIF2S2	0.1
EMP3	0.1
EEF1E1	-0.14
KRAS	-0.14
ORMDL2	-0.14
SPIN3	-0.14
MAPK13	-0.11
TAS2R8	1.73
TCEAL2	0.44
OR1L8	0.58
SLC38A2	0.13
GP1BA	0.14
CCDC86	0.71
CDCA5	0.15
JAGN1	0.15
AFP	0.29
NOL11	0.29
PDZD2	0.25
ADAD2	0.14
WBSCR27	1.31
KBTBD12	-0.11
EID2B	0.19
HMHB1	0.19
NRG4	0.19
OR5P3	0.49
IDO1	0.35
RELT	0.0
TGM7	0.12
RSPH3	1.16
OR2L2	1.02
SLC2A9	1.23
CCDC12	0.1
PSMB7	0.1
SRFBP1	1.02
KRI1	1.54
DEXI	0.08
EIF5A2	0.08
NAA38	0.08
TCEAL1	0.08
TCEB1	0.08
DDX41	-1.09
ZNF540	-0.96
AZU1	0.4
LRIG1	0.33
LIMK2	0.11
SUOX	0.15
OR51S1	1.8
RRN3	0.38
GAPT	0.19
CLDN8	1.04
ETAA1	1.49
NXPH3	-0.14
PILRB	-0.14
PPP2R5C	0.02
HTRA4	0.6
KRTAP8-1	0.32
ADIG	0.08
CCDC126	0.08
CHRNA3	-1.11
BMX	-0.12
ZNF707	0.26
CXorf66	0.79
NUP133	0.52
TAL2	0.46
MRPL18	0.33
TMEM205	0.33
ZNF740	0.33
MAP2K3	0.11
CLLU1OS	-0.01
MOB1A	-0.01
RAP2C	-0.01
PTGER3	0.13
SMR3A	0.46
PRRT2	0.55
SCN11A	-1.82
CABP7	-0.08
MED10	-0.08
UCK1	0.02
CRYGC	0.33
ADAMTS4	0.09
FAM47A	1.22
OR13C4	0.0
C15orf57	0.04
ELOVL1	0.04
GCG	0.04
TGM1	-0.06
SLC16A13	-0.09
KPNA5	-0.96
TMEM89	0.46
BLVRA	0.06
OR1C1	0.51
TMEM176B	1.24
GMNC	1.41
HSPA1L	-0.11
FXYD5	0.66
RENBP	1.0
OR10H3	1.42
FUT6	0.18
BTLA	0.81
GAL	0.81
MAMDC2	0.22
ISG15	-0.12
FAM134A	0.51
ANKRD6	0.07
GRB7	0.07
ITPR3	-4.09
TSPEAR	-1.08
TACSTD2	1.08
PRPH	0.02
MC2R	0.26
ZDHHC16	-0.91
CASC5	1.65
OR1M1	0.71
CIITA	-0.89
MRPS30	0.75
POU1F1	0.04
TSHB	0.3
MAGI3	-0.93
AMPD2	-1.46
NSMCE2	-0.07
CCT8L2	0.31
APOA4	0.36
OR8J3	1.46
GPD1	0.15
AFAP1L2	0.79
RPS19BP1	0.21
TCEAL3	0.21
FHL2	0.31
SYS1	0.13
PRODH2	0.27
PRKCI	-0.89
STRA6	0.3
FAM131C	0.84
PPP1R21	-1.01
WFDC5	0.35
LCE1C	0.48
COX16	-0.1
SHARPIN	0.11
PIKFYVE	-1.4
ATR	-1.64
RPP40	0.53
TAS2R14	0.69
UQCC	0.48
EEF1B2	-0.03
TMED9	-0.03
BCL2L13	0.51
ADH4	0.17
ZNF765	0.73
C4BPB	0.13
CRYGB	0.13
DCAF16	0.13
ADCY4	-2.32
ZBTB24	-0.11
EFS	1.73
BST2	-0.12
GTSF1	-0.12
NDUFA4L2	-0.12
TNFRSF12A	-0.12
PRODH	1.74
LCN12	0.44
SQLE	-0.09
C9orf114	0.31
PIDD	-1.38
FAM127A	0.1
GABARAP	0.1
LSM6	0.1
PSENEN	0.1
SUMO1	0.1
TMEM233	0.1
UBE2D2	0.1
PWP1	-0.04
SYTL4	0.26
TXNDC11	-1.01
PRDM4	-1.35
OR10G4	2.31
CD5L	0.33
PHACTR2	-0.05
TRANK1	-3.56
OIT3	-1.0
SLC52A2	-0.93
STXBP2	0.43
PBXIP1	-0.02
C16orf91	0.87
TAS2R13	-0.03
SORBS3	0.26
OR51F1	2.4
VEGFB	0.4
ACBD3	0.15
C10orf99	0.1
CDKN2B	0.1
SCNN1B	0.16
PARD3B	0.13
KLK9	-0.12
OR4K15	1.62
FCAR	0.4
COCH	0.29
SENP1	-0.05
NDUFA13	-0.01
MRPS2	0.6
COX10	0.76
KRT84	1.38
SPATA18	0.11
SERPINB2	0.2
OR51D1	1.64
DYSF	-1.31
SEL1L	0.15
ZNF189	0.15
AHRR	1.0
TTR	0.5
COX5B	0.24
LRRC15	-0.9
MYO7A	-2.51
GABARAPL2	-0.05
RAB11A	-0.05
OR4N5	1.22
CCDC151	0.82
CMPK1	0.37
IL22	0.37
S100A7	0.37
PPP1R3C	0.08
PEA15	0.01
RPL23	0.01
SH3BGRL	0.01
SPTSSB	0.01
ZEB1	0.56
AIM2	0.04
SRD5A3	0.19
MTMR7	-1.13
NANOG	0.24
FFAR2	0.46
SLC17A8	-0.96
GAA	-1.16
CLDN3	0.42
PALB2	0.32
POLG2	0.09
FBXO34	0.31
PSG4	2.18
MZB1	0.06
FAM101A	0.68
SIX6	0.68
ZYX	0.45
BHLHB9	0.28
ZNF573	0.09
DERL1	-0.05
RPE	-0.05
TM4SF5	-0.05
ANKRD55	0.16
NPM3	0.01
ZMYND15	-0.95
FXYD1	0.52
HOMER2	0.13
GABRR3	-0.02
PRMT2	-0.02
OSCP1	0.58
HKDC1	0.28
SERPINB5	0.42
CLC	0.53
KRTAP3-2	0.53
HIST1H3A	-1.09
KHK	0.13
CD5	0.8
TUBGCP2	-0.88
MLXIPL	0.6
FAM214A	0.6
BPIFB2	-0.06
IFRD2	0.2
WFDC3	0.95
GPR108	0.27
TRPV2	-1.64
SLC24A4	0.32
C18orf42	0.12
SNRPD1	0.12
TCEAL7	0.12
TREX2	0.48
GYG1	-0.07
PTPRN2	0.89
SRGN	0.7
C17orf78	0.35
C19orf18	0.35
EIF3K	0.35
FABP7	-0.1
PPIH	-0.1
RNF2	-0.1
SNAPC5	-0.1
CCDC153	0.71
CD200R1	0.82
NIT2	-0.8
EMP1	0.39
FUOM	0.39
MRPS27	0.49
